"ingredient","singnum","singredient"
"METHYL AMINOLEVULINATE HYDROCHLORIDE",1,"METHYL AMINOLEVULINATE HYDROCHLORIDE"
"METHYLDOPA",1,"METHYLDOPA"
"METHYLDOPATE HYDROCHLORIDE",1,"METHYLDOPATE HYDROCHLORIDE"
"METHYLENE BLUE",1,"METHYLENE BLUE"
"METHYLERGONOVINE MALEATE",1,"METHYLERGONOVINE MALEATE"
"METHYLNALTREXONE BROMIDE",1,"METHYLNALTREXONE BROMIDE"
"METHYLPHENIDATE",1,"METHYLPHENIDATE"
"METHYLPHENIDATE HYDROCHLORIDE",1,"METHYLPHENIDATE HYDROCHLORIDE"
"METHYLPREDNISOLONE",1,"METHYLPREDNISOLONE"
"METHYLPREDNISOLONE ACETATE",1,"METHYLPREDNISOLONE ACETATE"
"METHYLPREDNISOLONE ACETATE; NEOMYCIN SULFATE",1,"METHYLPREDNISOLONE ACETATE"
"METHYLPREDNISOLONE ACETATE; NEOMYCIN SULFATE",2,"NEOMYCIN SULFATE"
"METHYLPREDNISOLONE SODIUM SUCCINATE",1,"METHYLPREDNISOLONE SODIUM SUCCINATE"
"METHYLPREDNISOLONE; NEOMYCIN SULFATE",1,"METHYLPREDNISOLONE"
"METHYLPREDNISOLONE; NEOMYCIN SULFATE",2,"NEOMYCIN SULFATE"
"METHYLTESTOSTERONE",1,"METHYLTESTOSTERONE"
"METHYPRYLON",1,"METHYPRYLON"
"METHYSERGIDE MALEATE",1,"METHYSERGIDE MALEATE"
"METIPRANOLOL HYDROCHLORIDE",1,"METIPRANOLOL HYDROCHLORIDE"
"METOCLOPRAMIDE HYDROCHLORIDE",1,"METOCLOPRAMIDE HYDROCHLORIDE"
"METOCURINE IODIDE",1,"METOCURINE IODIDE"
"METOLAZONE",1,"METOLAZONE"
"METOPROLOL FUMARATE",1,"METOPROLOL FUMARATE"
"METOPROLOL SUCCINATE",1,"METOPROLOL SUCCINATE"
"METOPROLOL TARTRATE",1,"METOPROLOL TARTRATE"
"METRIZAMIDE",1,"METRIZAMIDE"
"METRONIDAZOLE",1,"METRONIDAZOLE"
"METRONIDAZOLE HYDROCHLORIDE",1,"METRONIDAZOLE HYDROCHLORIDE"
"METYRAPONE",1,"METYRAPONE"
"METYROSINE",1,"METYROSINE"
"MEXILETINE HYDROCHLORIDE",1,"MEXILETINE HYDROCHLORIDE"
"MEZLOCILLIN SODIUM MONOHYDRATE",1,"MEZLOCILLIN SODIUM MONOHYDRATE"
"MICAFUNGIN SODIUM",1,"MICAFUNGIN SODIUM"
"MICONAZOLE",1,"MICONAZOLE"
"MICONAZOLE NITRATE",1,"MICONAZOLE NITRATE"
"MICONAZOLE NITRATE; PETROLATUM, WHITE; ZINC OXIDE",1,"MICONAZOLE NITRATE"
"MICONAZOLE NITRATE; PETROLATUM, WHITE; ZINC OXIDE",2,"PETROLATUM, WHITE"
"MICONAZOLE NITRATE; PETROLATUM, WHITE; ZINC OXIDE",3,"ZINC OXIDE"
"MIDAZOLAM HYDROCHLORIDE",1,"MIDAZOLAM HYDROCHLORIDE"
"MIDODRINE HYDROCHLORIDE",1,"MIDODRINE HYDROCHLORIDE"
"MIDOSTAURIN",1,"MIDOSTAURIN"
"MIFEPRISTONE",1,"MIFEPRISTONE"
"MIGLITOL",1,"MIGLITOL"
"MIGLUSTAT",1,"MIGLUSTAT"
"MILNACIPRAN HYDROCHLORIDE",1,"MILNACIPRAN HYDROCHLORIDE"
"MILRINONE LACTATE",1,"MILRINONE LACTATE"
"MILTEFOSINE",1,"MILTEFOSINE"
"MINOCYCLINE HYDROCHLORIDE",1,"MINOCYCLINE HYDROCHLORIDE"
"MINOXIDIL",1,"MINOXIDIL"
"MIPOMERSEN SODIUM",1,"MIPOMERSEN SODIUM"
"MIRABEGRON",1,"MIRABEGRON"
"MIRTAZAPINE",1,"MIRTAZAPINE"
"MISOPROSTOL",1,"MISOPROSTOL"
"MITOMYCIN",1,"MITOMYCIN"
"MITOTANE",1,"MITOTANE"
"MITOXANTRONE HYDROCHLORIDE",1,"MITOXANTRONE HYDROCHLORIDE"
"MIVACURIUM CHLORIDE",1,"MIVACURIUM CHLORIDE"
"MODAFINIL",1,"MODAFINIL"
"MOEXIPRIL HYDROCHLORIDE",1,"MOEXIPRIL HYDROCHLORIDE"
"MOLINDONE HYDROCHLORIDE",1,"MOLINDONE HYDROCHLORIDE"
"MOMETASONE FUROATE",1,"MOMETASONE FUROATE"
"MONOBENZONE",1,"MONOBENZONE"
"MONOCTANOIN",1,"MONOCTANOIN"
"MONTELUKAST SODIUM",1,"MONTELUKAST SODIUM"
"MORICIZINE HYDROCHLORIDE",1,"MORICIZINE HYDROCHLORIDE"
"MORPHINE SULFATE",1,"MORPHINE SULFATE"
"MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE",1,"MORPHINE SULFATE"
"MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE",2,"NALTREXONE HYDROCHLORIDE"
"MOXALACTAM DISODIUM",1,"MOXALACTAM DISODIUM"
"MOXIFLOXACIN HYDROCHLORIDE",1,"MOXIFLOXACIN HYDROCHLORIDE"
"MUPIROCIN",1,"MUPIROCIN"
"MUPIROCIN CALCIUM",1,"MUPIROCIN CALCIUM"
"MYCOPHENOLATE MOFETIL",1,"MYCOPHENOLATE MOFETIL"
"MYCOPHENOLATE MOFETIL HYDROCHLORIDE",1,"MYCOPHENOLATE MOFETIL HYDROCHLORIDE"
"MYCOPHENOLIC ACID",1,"MYCOPHENOLIC ACID"
"NABILONE",1,"NABILONE"
"NABUMETONE",1,"NABUMETONE"
"NADOLOL",1,"NADOLOL"
"NAFARELIN ACETATE",1,"NAFARELIN ACETATE"
"NAFCILLIN SODIUM",1,"NAFCILLIN SODIUM"
"NAFTIFINE HYDROCHLORIDE",1,"NAFTIFINE HYDROCHLORIDE"
"NALBUPHINE HYDROCHLORIDE",1,"NALBUPHINE HYDROCHLORIDE"
"NALDEMEDINE TOSYLATE",1,"NALDEMEDINE TOSYLATE"
"NALIDIXIC ACID",1,"NALIDIXIC ACID"
"NALMEFENE HYDROCHLORIDE",1,"NALMEFENE HYDROCHLORIDE"
"NALOXEGOL OXALATE",1,"NALOXEGOL OXALATE"
"NALOXONE HYDROCHLORIDE",1,"NALOXONE HYDROCHLORIDE"
"NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE",1,"NALOXONE HYDROCHLORIDE"
"NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE",2,"OXYCODONE HYDROCHLORIDE"
"NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE",1,"NALOXONE HYDROCHLORIDE"
"NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE",2,"PENTAZOCINE HYDROCHLORIDE"
"NALTREXONE",1,"NALTREXONE"
"NALTREXONE HYDROCHLORIDE",1,"NALTREXONE HYDROCHLORIDE"
"NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE",1,"NALTREXONE HYDROCHLORIDE"
"NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE",2,"OXYCODONE HYDROCHLORIDE"
"NANDROLONE DECANOATE",1,"NANDROLONE DECANOATE"
"NANDROLONE PHENPROPIONATE",1,"NANDROLONE PHENPROPIONATE"
"NAPHAZOLINE HYDROCHLORIDE",1,"NAPHAZOLINE HYDROCHLORIDE"
"NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE",1,"NAPHAZOLINE HYDROCHLORIDE"
"NAPHAZOLINE HYDROCHLORIDE; PHENIRAMINE MALEATE",2,"PHENIRAMINE MALEATE"
"NAPROXEN",1,"NAPROXEN"
"NAPROXEN SODIUM",1,"NAPROXEN SODIUM"
"NAPROXEN SODIUM; PSEUDOEPHEDRINE HYDROCHLORIDE",1,"NAPROXEN SODIUM"
"NAPROXEN SODIUM; PSEUDOEPHEDRINE HYDROCHLORIDE",2,"PSEUDOEPHEDRINE HYDROCHLORIDE"
"NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE",1,"NAPROXEN SODIUM"
"NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE",2,"SUMATRIPTAN SUCCINATE"
"NARATRIPTAN HYDROCHLORIDE",1,"NARATRIPTAN HYDROCHLORIDE"
"NATAMYCIN",1,"NATAMYCIN"
"NATEGLINIDE",1,"NATEGLINIDE"
"NEBIVOLOL HYDROCHLORIDE",1,"NEBIVOLOL HYDROCHLORIDE"
"NEBIVOLOL HYDROCHLORIDE; VALSARTAN",1,"NEBIVOLOL HYDROCHLORIDE"
"NEBIVOLOL HYDROCHLORIDE; VALSARTAN",2,"VALSARTAN"
"NEDOCROMIL SODIUM",1,"NEDOCROMIL SODIUM"
"NEFAZODONE HYDROCHLORIDE",1,"NEFAZODONE HYDROCHLORIDE"
"NELARABINE",1,"NELARABINE"
"NELFINAVIR MESYLATE",1,"NELFINAVIR MESYLATE"
"NEOMYCIN SULFATE",1,"NEOMYCIN SULFATE"
"NEOMYCIN SULFATE; POLYMYXIN B SULFATE",1,"NEOMYCIN SULFATE"
"NEOMYCIN SULFATE; POLYMYXIN B SULFATE",2,"POLYMYXIN B SULFATE"
"NEOMYCIN SULFATE; POLYMYXIN B SULFATE; PREDNISOLONE ACETATE",1,"NEOMYCIN SULFATE"
"NEOMYCIN SULFATE; POLYMYXIN B SULFATE; PREDNISOLONE ACETATE",2,"POLYMYXIN B SULFATE"
"NEOMYCIN SULFATE; POLYMYXIN B SULFATE; PREDNISOLONE ACETATE",3,"PREDNISOLONE ACETATE"
"NEOMYCIN SULFATE; PREDNISOLONE ACETATE",1,"NEOMYCIN SULFATE"
"NEOMYCIN SULFATE; PREDNISOLONE ACETATE",2,"PREDNISOLONE ACETATE"
"NEOMYCIN SULFATE; PREDNISOLONE SODIUM PHOSPHATE",1,"NEOMYCIN SULFATE"
"NEOMYCIN SULFATE; PREDNISOLONE SODIUM PHOSPHATE",2,"PREDNISOLONE SODIUM PHOSPHATE"
"NEOMYCIN SULFATE; TRIAMCINOLONE ACETONIDE",1,"NEOMYCIN SULFATE"
"NEOMYCIN SULFATE; TRIAMCINOLONE ACETONIDE",2,"TRIAMCINOLONE ACETONIDE"
"NEOSTIGMINE METHYLSULFATE",1,"NEOSTIGMINE METHYLSULFATE"
"NEPAFENAC",1,"NEPAFENAC"
"NERATINIB MALEATE",1,"NERATINIB MALEATE"
"NESIRITIDE RECOMBINANT",1,"NESIRITIDE RECOMBINANT"
"NETILMICIN SULFATE",1,"NETILMICIN SULFATE"
"NETUPITANT; PALONOSETRON HYDROCHLORIDE",1,"NETUPITANT"
"NETUPITANT; PALONOSETRON HYDROCHLORIDE",2,"PALONOSETRON HYDROCHLORIDE"
"NEVIRAPINE",1,"NEVIRAPINE"
"NIACIN",1,"NIACIN"
"NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE",1,"NIACINAMIDE"
"NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE",2,"PYRIDOXINE HYDROCHLORIDE"
"NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE",3,"TYROSINE"
"NICARDIPINE HYDROCHLORIDE",1,"NICARDIPINE HYDROCHLORIDE"
"NICLOSAMIDE",1,"NICLOSAMIDE"
"NICOTINE",1,"NICOTINE"
"NICOTINE POLACRILEX",1,"NICOTINE POLACRILEX"
"NIFEDIPINE",1,"NIFEDIPINE"
"NILOTINIB HYDROCHLORIDE MONOHYDRATE",1,"NILOTINIB HYDROCHLORIDE MONOHYDRATE"
"NILUTAMIDE",1,"NILUTAMIDE"
"NIMODIPINE",1,"NIMODIPINE"
"NINTEDANIB ESYLATE",1,"NINTEDANIB ESYLATE"
"NIRAPARIB TOSYLATE",1,"NIRAPARIB TOSYLATE"
"NISOLDIPINE",1,"NISOLDIPINE"
"NITAZOXANIDE",1,"NITAZOXANIDE"
"NITISINONE",1,"NITISINONE"
"NITRIC OXIDE",1,"NITRIC OXIDE"
"NITROFURANTOIN",1,"NITROFURANTOIN"
"NITROFURANTOIN SODIUM",1,"NITROFURANTOIN SODIUM"
"NITROFURANTOIN, MACROCRYSTALLINE",1,"NITROFURANTOIN, MACROCRYSTALLINE"
"NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE",1,"NITROFURANTOIN"
"NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE",2,"NITROFURANTOIN, MACROCRYSTALLINE"
"NITROFURAZONE",1,"NITROFURAZONE"
"NITROGLYCERIN",1,"NITROGLYCERIN"
"NIZATIDINE",1,"NIZATIDINE"
"NONOXYNOL-9",1,"NONOXYNOL-9"
"NOREPINEPHRINE BITARTRATE",1,"NOREPINEPHRINE BITARTRATE"
"NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE",1,"NOREPINEPHRINE BITARTRATE"
"NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE",2,"PROCAINE HYDROCHLORIDE"
"NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE",3,"PROPOXYCAINE HYDROCHLORIDE"
"NORETHINDRONE",1,"NORETHINDRONE"
"NORETHINDRONE ACETATE",1,"NORETHINDRONE ACETATE"
"NORFLOXACIN",1,"NORFLOXACIN"
"NORGESTREL",1,"NORGESTREL"
"NORTRIPTYLINE HYDROCHLORIDE",1,"NORTRIPTYLINE HYDROCHLORIDE"
"NUSINERSEN SODIUM",1,"NUSINERSEN SODIUM"
"NYSTATIN",1,"NYSTATIN"
"NYSTATIN; TRIAMCINOLONE ACETONIDE",1,"NYSTATIN"
"NYSTATIN; TRIAMCINOLONE ACETONIDE",2,"TRIAMCINOLONE ACETONIDE"
"OBETICHOLIC ACID",1,"OBETICHOLIC ACID"
"OCTREOTIDE ACETATE",1,"OCTREOTIDE ACETATE"
"OFLOXACIN",1,"OFLOXACIN"
"OLANZAPINE",1,"OLANZAPINE"
"OLANZAPINE PAMOATE",1,"OLANZAPINE PAMOATE"
"OLAPARIB",1,"OLAPARIB"
"OLIVE OIL; SOYBEAN OIL",1,"OLIVE OIL"
"OLIVE OIL; SOYBEAN OIL",2,"SOYBEAN OIL"
"OLMESARTAN MEDOXOMIL",1,"OLMESARTAN MEDOXOMIL"
"OLODATEROL HYDROCHLORIDE",1,"OLODATEROL HYDROCHLORIDE"
"OLODATEROL HYDROCHLORIDE; TIOTROPIUM BROMIDE",1,"OLODATEROL HYDROCHLORIDE"
"OLODATEROL HYDROCHLORIDE; TIOTROPIUM BROMIDE",2,"TIOTROPIUM BROMIDE"
"OLOPATADINE HYDROCHLORIDE",1,"OLOPATADINE HYDROCHLORIDE"
"OLSALAZINE SODIUM",1,"OLSALAZINE SODIUM"
"OMACETAXINE MEPESUCCINATE",1,"OMACETAXINE MEPESUCCINATE"
"OMBITASVIR; PARITAPREVIR; RITONAVIR",1,"OMBITASVIR"
"OMBITASVIR; PARITAPREVIR; RITONAVIR",2,"PARITAPREVIR"
"OMBITASVIR; PARITAPREVIR; RITONAVIR",3,"RITONAVIR"
"OMEGA-3-ACID ETHYL ESTERS",1,"OMEGA-3-ACID ETHYL ESTERS"
"OMEGA-3-ACID ETHYL ESTERS TYPE A",1,"OMEGA-3-ACID ETHYL ESTERS TYPE A"
"OMEGA-3-CARBOXYLIC ACIDS",1,"OMEGA-3-CARBOXYLIC ACIDS"
"OMEPRAZOLE",1,"OMEPRAZOLE"
"OMEPRAZOLE MAGNESIUM",1,"OMEPRAZOLE MAGNESIUM"
"OMEPRAZOLE; SODIUM BICARBONATE",1,"OMEPRAZOLE"
"OMEPRAZOLE; SODIUM BICARBONATE",2,"SODIUM BICARBONATE"
"ONDANSETRON",1,"ONDANSETRON"
"ONDANSETRON HYDROCHLORIDE",1,"ONDANSETRON HYDROCHLORIDE"
"ORITAVANCIN DIPHOSPHATE",1,"ORITAVANCIN DIPHOSPHATE"
"ORLISTAT",1,"ORLISTAT"
"ORPHENADRINE CITRATE",1,"ORPHENADRINE CITRATE"
"ORPHENADRINE HYDROCHLORIDE",1,"ORPHENADRINE HYDROCHLORIDE"
"OSELTAMIVIR PHOSPHATE",1,"OSELTAMIVIR PHOSPHATE"
"OSIMERTINIB MESYLATE",1,"OSIMERTINIB MESYLATE"
"OSPEMIFENE",1,"OSPEMIFENE"
"OXACILLIN SODIUM",1,"OXACILLIN SODIUM"
"OXALIPLATIN",1,"OXALIPLATIN"
"OXAMNIQUINE",1,"OXAMNIQUINE"
"OXANDROLONE",1,"OXANDROLONE"
"OXAPROZIN",1,"OXAPROZIN"
"OXAPROZIN POTASSIUM",1,"OXAPROZIN POTASSIUM"
"OXAZEPAM",1,"OXAZEPAM"
"OXCARBAZEPINE",1,"OXCARBAZEPINE"
"OXICONAZOLE NITRATE",1,"OXICONAZOLE NITRATE"
"OXPRENOLOL HYDROCHLORIDE",1,"OXPRENOLOL HYDROCHLORIDE"
"OXTRIPHYLLINE",1,"OXTRIPHYLLINE"
"OXYBUTYNIN",1,"OXYBUTYNIN"
"OXYBUTYNIN CHLORIDE",1,"OXYBUTYNIN CHLORIDE"
"OXYCODONE",1,"OXYCODONE"
"OXYCODONE HYDROCHLORIDE",1,"OXYCODONE HYDROCHLORIDE"
"OXYMETAZOLINE HYDROCHLORIDE",1,"OXYMETAZOLINE HYDROCHLORIDE"
"OXYMETAZOLINE HYDROCHLORIDE; TETRACAINE HYDROCHLORIDE",1,"OXYMETAZOLINE HYDROCHLORIDE"
"OXYMETAZOLINE HYDROCHLORIDE; TETRACAINE HYDROCHLORIDE",2,"TETRACAINE HYDROCHLORIDE"
"OXYMETHOLONE",1,"OXYMETHOLONE"
"OXYMORPHONE HYDROCHLORIDE",1,"OXYMORPHONE HYDROCHLORIDE"
"OXYPHENBUTAZONE",1,"OXYPHENBUTAZONE"
"OXYPHENCYCLIMINE HYDROCHLORIDE",1,"OXYPHENCYCLIMINE HYDROCHLORIDE"
"OXYPHENONIUM BROMIDE",1,"OXYPHENONIUM BROMIDE"
"OXYTETRACYCLINE",1,"OXYTETRACYCLINE"
"OXYTETRACYCLINE CALCIUM",1,"OXYTETRACYCLINE CALCIUM"
"OXYTETRACYCLINE HYDROCHLORIDE",1,"OXYTETRACYCLINE HYDROCHLORIDE"
"OXYTETRACYCLINE HYDROCHLORIDE; POLYMYXIN B SULFATE",1,"OXYTETRACYCLINE HYDROCHLORIDE"
"OXYTETRACYCLINE HYDROCHLORIDE; POLYMYXIN B SULFATE",2,"POLYMYXIN B SULFATE"
"OXYTOCIN",1,"OXYTOCIN"
"PACLITAXEL",1,"PACLITAXEL"
"PALBOCICLIB",1,"PALBOCICLIB"
"PALIPERIDONE",1,"PALIPERIDONE"
"PALIPERIDONE PALMITATE",1,"PALIPERIDONE PALMITATE"
"PALONOSETRON HYDROCHLORIDE",1,"PALONOSETRON HYDROCHLORIDE"
"PAMIDRONATE DISODIUM",1,"PAMIDRONATE DISODIUM"
"PANCRELIPASE (AMYLASE;LIPASE;PROTEASE)",1,"PANCRELIPASE (AMYLASE"
"PANCRELIPASE (AMYLASE;LIPASE;PROTEASE)",2,"LIPASE"
"PANCRELIPASE (AMYLASE;LIPASE;PROTEASE)",3,"PROTEASE)"
"PANCURONIUM BROMIDE",1,"PANCURONIUM BROMIDE"
"PANOBINOSTAT LACTATE",1,"PANOBINOSTAT LACTATE"
"PANTOPRAZOLE SODIUM",1,"PANTOPRAZOLE SODIUM"
"PARAMETHADIONE",1,"PARAMETHADIONE"
"PARAMETHASONE ACETATE",1,"PARAMETHASONE ACETATE"
"PARGYLINE HYDROCHLORIDE",1,"PARGYLINE HYDROCHLORIDE"
"PARICALCITOL",1,"PARICALCITOL"
"PAROMOMYCIN SULFATE",1,"PAROMOMYCIN SULFATE"
"PAROXETINE HYDROCHLORIDE",1,"PAROXETINE HYDROCHLORIDE"
"PAROXETINE MESYLATE",1,"PAROXETINE MESYLATE"
"PASIREOTIDE DIASPARTATE",1,"PASIREOTIDE DIASPARTATE"
"PASIREOTIDE PAMOATE",1,"PASIREOTIDE PAMOATE"
"PATIROMER SORBITEX CALCIUM",1,"PATIROMER SORBITEX CALCIUM"
"PAZOPANIB HYDROCHLORIDE",1,"PAZOPANIB HYDROCHLORIDE"
"PEGADEMASE BOVINE",1,"PEGADEMASE BOVINE"
"PEGAPTANIB SODIUM",1,"PEGAPTANIB SODIUM"
"PEGINESATIDE ACETATE",1,"PEGINESATIDE ACETATE"
"PEGVISOMANT",1,"PEGVISOMANT"
"PEMETREXED DISODIUM",1,"PEMETREXED DISODIUM"
"PEMIROLAST POTASSIUM",1,"PEMIROLAST POTASSIUM"
"PEMOLINE",1,"PEMOLINE"
"PENBUTOLOL SULFATE",1,"PENBUTOLOL SULFATE"
"PENCICLOVIR",1,"PENCICLOVIR"
"PENICILLAMINE",1,"PENICILLAMINE"
"PENICILLIN G BENZATHINE",1,"PENICILLIN G BENZATHINE"
"PENICILLIN G BENZATHINE; PENICILLIN G PROCAINE",1,"PENICILLIN G BENZATHINE"
"PENICILLIN G BENZATHINE; PENICILLIN G PROCAINE",2,"PENICILLIN G PROCAINE"
"PENICILLIN G POTASSIUM",1,"PENICILLIN G POTASSIUM"
"PENICILLIN G PROCAINE",1,"PENICILLIN G PROCAINE"
"PENICILLIN G SODIUM",1,"PENICILLIN G SODIUM"
"PENICILLIN V",1,"PENICILLIN V"
"PENICILLIN V POTASSIUM",1,"PENICILLIN V POTASSIUM"
"PENTAGASTRIN",1,"PENTAGASTRIN"
"PENTAMIDINE ISETHIONATE",1,"PENTAMIDINE ISETHIONATE"
"PENTAZOCINE HYDROCHLORIDE",1,"PENTAZOCINE HYDROCHLORIDE"
"PENTAZOCINE LACTATE",1,"PENTAZOCINE LACTATE"
"PENTETATE CALCIUM TRISODIUM",1,"PENTETATE CALCIUM TRISODIUM"
"PENTETATE CALCIUM TRISODIUM YB-169",1,"PENTETATE CALCIUM TRISODIUM YB-169"
"PENTETATE ZINC TRISODIUM",1,"PENTETATE ZINC TRISODIUM"
"PENTOBARBITAL",1,"PENTOBARBITAL"
"PENTOBARBITAL SODIUM",1,"PENTOBARBITAL SODIUM"
"PENTOLINIUM TARTRATE",1,"PENTOLINIUM TARTRATE"
"PENTOSAN POLYSULFATE SODIUM",1,"PENTOSAN POLYSULFATE SODIUM"
"PENTOSTATIN",1,"PENTOSTATIN"
"PENTOXIFYLLINE",1,"PENTOXIFYLLINE"
"PERAMIVIR",1,"PERAMIVIR"
"PERAMPANEL",1,"PERAMPANEL"
"PERFLUBRON",1,"PERFLUBRON"
"PERFLUOROPOLYMETHYLISOPROPYL ETHER; POLYTETRAFLUOROETHYLENE",1,"PERFLUOROPOLYMETHYLISOPROPYL ETHER"
"PERFLUOROPOLYMETHYLISOPROPYL ETHER; POLYTETRAFLUOROETHYLENE",2,"POLYTETRAFLUOROETHYLENE"
"PERFLUTREN",1,"PERFLUTREN"
"PERGOLIDE MESYLATE",1,"PERGOLIDE MESYLATE"
"PERINDOPRIL ERBUMINE",1,"PERINDOPRIL ERBUMINE"
"PERMETHRIN",1,"PERMETHRIN"
"PERPHENAZINE",1,"PERPHENAZINE"
"PHENACEMIDE",1,"PHENACEMIDE"
"PHENAZOPYRIDINE HYDROCHLORIDE; SULFAMETHOXAZOLE",1,"PHENAZOPYRIDINE HYDROCHLORIDE"
"PHENAZOPYRIDINE HYDROCHLORIDE; SULFAMETHOXAZOLE",2,"SULFAMETHOXAZOLE"
"PHENAZOPYRIDINE HYDROCHLORIDE; SULFAMETHOXAZOLE; TRIMETHOPRIM",1,"PHENAZOPYRIDINE HYDROCHLORIDE"
"PHENAZOPYRIDINE HYDROCHLORIDE; SULFAMETHOXAZOLE; TRIMETHOPRIM",2,"SULFAMETHOXAZOLE"
"PHENAZOPYRIDINE HYDROCHLORIDE; SULFAMETHOXAZOLE; TRIMETHOPRIM",3,"TRIMETHOPRIM"
"PHENAZOPYRIDINE HYDROCHLORIDE; SULFISOXAZOLE",1,"PHENAZOPYRIDINE HYDROCHLORIDE"
"PHENAZOPYRIDINE HYDROCHLORIDE; SULFISOXAZOLE",2,"SULFISOXAZOLE"
"PHENDIMETRAZINE TARTRATE",1,"PHENDIMETRAZINE TARTRATE"
"PHENELZINE SULFATE",1,"PHENELZINE SULFATE"
"PHENINDIONE",1,"PHENINDIONE"
"PHENMETRAZINE HYDROCHLORIDE",1,"PHENMETRAZINE HYDROCHLORIDE"
"PHENOXYBENZAMINE HYDROCHLORIDE",1,"PHENOXYBENZAMINE HYDROCHLORIDE"
"PHENPROCOUMON",1,"PHENPROCOUMON"
"PHENSUXIMIDE",1,"PHENSUXIMIDE"
"PHENTERMINE HYDROCHLORIDE",1,"PHENTERMINE HYDROCHLORIDE"
"PHENTERMINE HYDROCHLORIDE; TOPIRAMATE",1,"PHENTERMINE HYDROCHLORIDE"
"PHENTERMINE HYDROCHLORIDE; TOPIRAMATE",2,"TOPIRAMATE"
"PHENTERMINE RESIN COMPLEX",1,"PHENTERMINE RESIN COMPLEX"
"PHENTOLAMINE MESYLATE",1,"PHENTOLAMINE MESYLATE"
"PHENYL AMINOSALICYLATE",1,"PHENYL AMINOSALICYLATE"
"PHENYLBUTAZONE",1,"PHENYLBUTAZONE"
"PHENYLEPHRINE HYDROCHLORIDE",1,"PHENYLEPHRINE HYDROCHLORIDE"
"PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE",1,"PHENYLEPHRINE HYDROCHLORIDE"
"PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE",2,"PROMETHAZINE HYDROCHLORIDE"
"PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE",1,"PHENYLEPHRINE HYDROCHLORIDE"
"PHENYLEPHRINE HYDROCHLORIDE; PYRILAMINE MALEATE",2,"PYRILAMINE MALEATE"
"PHENYTOIN",1,"PHENYTOIN"
"PHENYTOIN SODIUM",1,"PHENYTOIN SODIUM"
"PHYTONADIONE",1,"PHYTONADIONE"
"PILOCARPINE",1,"PILOCARPINE"
"PILOCARPINE HYDROCHLORIDE",1,"PILOCARPINE HYDROCHLORIDE"
"PIMAVANSERIN TARTRATE",1,"PIMAVANSERIN TARTRATE"
"PIMECROLIMUS",1,"PIMECROLIMUS"
"PIMOZIDE",1,"PIMOZIDE"
"PINACIDIL",1,"PINACIDIL"
"PINDOLOL",1,"PINDOLOL"
"PIOGLITAZONE HYDROCHLORIDE",1,"PIOGLITAZONE HYDROCHLORIDE"
"PIPECURONIUM BROMIDE",1,"PIPECURONIUM BROMIDE"
"PIPERACETAZINE",1,"PIPERACETAZINE"
"PIPERACILLIN SODIUM",1,"PIPERACILLIN SODIUM"
"PIPERACILLIN SODIUM; TAZOBACTAM SODIUM",1,"PIPERACILLIN SODIUM"
"PIPERACILLIN SODIUM; TAZOBACTAM SODIUM",2,"TAZOBACTAM SODIUM"
"PIPERAZINE CITRATE",1,"PIPERAZINE CITRATE"
"PIPERONYL BUTOXIDE; PYRETHRINS",1,"PIPERONYL BUTOXIDE"
"PIPERONYL BUTOXIDE; PYRETHRINS",2,"PYRETHRINS"
"PIPOBROMAN",1,"PIPOBROMAN"
"PIRBUTEROL ACETATE",1,"PIRBUTEROL ACETATE"
"PIRFENIDONE",1,"PIRFENIDONE"
"PIROXICAM",1,"PIROXICAM"
"PITAVASTATIN CALCIUM",1,"PITAVASTATIN CALCIUM"
"PITAVASTATIN MAGNESIUM",1,"PITAVASTATIN MAGNESIUM"
"PITAVASTATIN SODIUM",1,"PITAVASTATIN SODIUM"
